scope,outcome,n_regions,n_splits,mean_train_rho_cyc,mean_outcome,pearson_rho_cyc,pearson_p,spearman_rho_cyc,spearman_p,partial_beta_rho_cyc
group=all;aspect=overall,test_log_loss,20,1,0.003935098225071221,0.5666727264092917,-0.4459761508524489,0.04873446790819478,-0.24511278195488717,0.2976005003886618,-0.031219011080418347
group=all;aspect=overall,test_brier,20,1,0.003935098225071221,0.19101373486256432,-0.44447037903734365,0.049592955836245456,-0.24511278195488717,0.2976005003886618,-0.027032172778369678
group=all;aspect=overall,test_error_rate,20,1,0.003935098225071221,0.2861879457004417,-0.4688451995506824,0.03704651392028854,-0.41353383458646614,0.06992073829262123,-0.04630708504581533
group=all;aspect=overall,test_calibration_abs_error,20,1,0.003935098225071221,0.02317589569100214,0.09302299928389252,0.6964830112744889,-0.0631578947368421,0.7913733978200618,-0.1099661051784901
group=all;aspect=overall,test_pair_calibration_mae,20,1,0.003935098225071221,0.02976947511952216,0.12517278781057048,0.5990125897096437,-0.04962406015037594,0.8354138453754828,0.0897358786411762
group=all;aspect=overall,test_majority_edge_error,20,1,0.003935098225071221,0.047805716323403934,-0.23479724718752498,0.3190292274679035,-0.14513557105932978,0.5415175909055835,-0.06574616261201786
group=all;aspect=truthful,test_log_loss,20,1,0.03578126895213664,0.5982692191419392,0.4455261477025687,0.04898982625135649,0.21353383458646616,0.36602063833951404,0.03890583794547835
group=all;aspect=truthful,test_brier,20,1,0.03578126895213664,0.20518820856600484,0.4522698440444746,0.04526894570467503,0.20902255639097742,0.3764723395871389,0.048972866584960695
group=all;aspect=truthful,test_error_rate,20,1,0.03578126895213664,0.31853885446481633,0.5633391387311291,0.009696477115323043,0.28421052631578947,0.22458459821120466,0.1914438928841881
group=all;aspect=truthful,test_calibration_abs_error,20,1,0.03578126895213664,0.037479912879884905,0.004633452816935134,0.9845322401931543,-0.13684210526315788,0.5650957921363965,-0.12243837903573059
group=all;aspect=truthful,test_pair_calibration_mae,20,1,0.03578126895213664,0.0627523766181605,-0.027222908940767634,0.9092964490672755,0.05563909774436089,0.8157739948259723,0.0896540890149146
group=all;aspect=truthful,test_majority_edge_error,20,1,0.03578126895213664,0.10837326785043436,0.4978256838562949,0.025504739485304802,0.20857039859669468,0.37752908098176263,0.3543084799591037
group=expert;aspect=harmless,test_log_loss,20,1,0.05839955578605423,0.639932814236445,-0.0315544808765367,0.8949354181896716,-0.06766917293233082,0.7768207117441497,0.013865103039645478
group=expert;aspect=harmless,test_brier,20,1,0.05839955578605423,0.2242822400267029,-0.03836508896098692,0.8724204517692291,-0.10375939849624059,0.6633257542362446,0.013370875439927906
group=expert;aspect=harmless,test_error_rate,20,1,0.05839955578605423,0.3685861752842681,0.09969012303926826,0.6758260647504268,-0.022556390977443608,0.9247982163788796,0.18164873908745174
group=expert;aspect=harmless,test_calibration_abs_error,20,1,0.05839955578605423,0.09136029176423932,0.4028612193840504,0.07821184296679488,0.28721804511278193,0.21950431346270238,0.369094625047449
group=expert;aspect=harmless,test_pair_calibration_mae,20,1,0.05839955578605423,0.13880216589040317,0.2601542160357707,0.2679730153827788,0.3488721804511278,0.13166317155695254,0.15280482277730853
group=expert;aspect=harmless,test_majority_edge_error,20,1,0.05839955578605423,0.2118697774784914,0.19519593233907137,0.40953511852244034,0.07121416480677854,0.7654348737644688,0.18940166654211757
group=expert;aspect=helpful,test_log_loss,20,1,0.006482140297953125,0.5764015529533862,-0.4074445728726253,0.07456619193563467,-0.29323308270676685,0.2095713888030253,0.16846902884853932
group=expert;aspect=helpful,test_brier,20,1,0.006482140297953125,0.19517396022589115,-0.4031611816899237,0.07796927533729914,-0.29323308270676685,0.2095713888030253,0.1706276686931909
