rep,n_models,n_edges,eligible_triples,cyclic_triples,cycle_rate,weighted_cycle_intensity_sum,weighted_cycle_intensity_mean,gradient_energy,cyclic_residual_energy,total_energy,rho_cyc
101,20,80,123,8,0.06504065040650407,0.054366820398600746,0.006795852549825093,408.4291080588642,88.35052651935732,496.7796345782209,0.17784651457052836
102,20,68,73,4,0.0547945205479452,0.05187785341289235,0.012969463353223087,362.2004420317484,80.89491808454962,443.09536011629797,0.1825677390603173
103,20,74,90,10,0.1111111111111111,0.14693147649880692,0.01469314764988069,317.0124344368906,108.2292067028209,425.2416411397115,0.2545122495829674
104,19,79,136,15,0.11029411764705882,0.18196071324004076,0.012130714216002715,419.7217666832826,96.28416714871834,516.0059338320002,0.1865950773737929
105,20,82,136,14,0.10294117647058823,0.03947355560504347,0.0028195396860745334,407.5832708034868,111.59642384032202,519.1796946438085,0.21494758942158654
106,20,61,54,7,0.12962962962962962,0.054544876711702155,0.00779212524452888,442.3630422284816,51.99559852223137,494.3586407507134,0.10517788956469522
107,20,78,120,11,0.09166666666666666,0.08357583165622479,0.007597802877838617,580.1571599067016,94.29208417632177,674.4492440830247,0.13980604916315156
108,20,76,122,13,0.10655737704918032,0.11528365202055643,0.008867973232350494,333.74755903003233,111.30967735387827,445.05723638391055,0.2501019380299695
109,20,80,105,9,0.08571428571428572,0.06568360689869818,0.007298178544299799,384.0077499695202,96.06470299732229,480.07245296684215,0.200104593387193
110,20,82,137,8,0.058394160583941604,0.0607240553955579,0.007590506924444738,477.55779375706476,103.13204484726421,580.6898386043282,0.17760263395539896
111,21,68,62,5,0.08064516129032258,0.035514672292671225,0.007102934458534245,384.84912969176094,81.88416848435456,466.7332981761152,0.17544102553715105
112,20,81,123,9,0.07317073170731707,0.06089158171855941,0.006765731302062156,423.44220887866396,73.82702232703996,497.2692312057039,0.1484648912381634
113,21,72,85,5,0.058823529411764705,0.07623940925413501,0.015247881850827002,379.52458268099537,102.4713887155684,481.99597139656436,0.21259801906364814
114,20,75,110,8,0.07272727272727272,0.07120231527517819,0.008900289409397273,383.0575299683708,103.97159492790016,487.02912489627084,0.21348126757315466
115,20,72,83,2,0.024096385542168676,0.01624292117868859,0.008121460589344294,343.85140734266287,84.23560915824312,428.08701650090586,0.19677216526389296
116,20,64,70,7,0.1,0.030163976002211292,0.004309139428887328,359.5616862445241,70.16854800260049,429.73023424712477,0.16328510868110968
117,21,74,83,7,0.08433734939759036,0.05932377547243837,0.008474825067491195,457.9546531064404,78.00480061360135,535.9594537200413,0.14554235413178698
118,20,68,83,9,0.10843373493975904,0.07763956895107949,0.008626618772342163,305.2092360038036,87.66056596961172,392.86980197341467,0.22312879617951312
119,19,68,84,5,0.05952380952380952,0.0166490405288547,0.00332980810577094,340.1377658940625,74.25178289762519,414.38954879168756,0.17918353180994762
120,21,88,155,12,0.07741935483870968,0.11502431145773342,0.009585359288144453,470.9672220004613,116.81262512431464,587.7798471247759,0.19873533550992478
121,20,77,114,8,0.07017543859649122,0.05424531510535657,0.006780664388169572,423.8351368668097,114.69312728075798,538.5282641475679,0.21297513039971042
122,20,76,117,10,0.08547008547008547,0.05212205404870041,0.005212205404870041,337.8512006018222,96.40095915139212,434.2521597532138,0.2219930447926314
123,20,76,114,18,0.15789473684210525,0.1393338452457588,0.007740769180319934,355.2582215004086,98.0472201660248,453.3054416664326,0.21629394036300453
124,20,77,117,11,0.09401709401709402,0.059055892964124224,0.005368717542193111,425.7225631011284,101.13864410125804,526.8612072023867,0.19196449220146697
125,20,82,132,5,0.03787878787878788,0.013201779165449115,0.002640355833089823,486.6243416246272,105.99048355456966,592.6148251791966,0.17885223091157051
126,20,73,98,7,0.07142857142857142,0.07200021607036455,0.010285745152909224,368.19549665288747,110.94373711170512,479.13923376459155,0.2315480121300471
127,20,83,130,6,0.046153846153846156,0.018692809198719525,0.0031154681997865876,514.0215788430256,83.55838821750189,597.5799670605272,0.13982796081421933
128,21,78,118,6,0.05084745762711865,0.0421534726085844,0.0070255787680974,442.94734919978964,96.16023458613643,539.1075837859263,0.17836928560871554
129,20,79,115,10,0.08695652173913043,0.0898073508266564,0.00898073508266564,399.9481282057297,115.36898313954214,515.317111345272,0.223879589091003
130,20,77,119,11,0.09243697478991597,0.074765414783393,0.006796855889399364,483.57619089283503,90.54849649775923,574.1246873905937,0.15771573403210312
131,20,73,92,6,0.06521739130434782,0.0917028689706213,0.01528381149510355,426.9903261645281,96.01734134987633,523.0076675144039,0.18358687130955295
132,20,74,91,4,0.04395604395604396,0.025502521898000077,0.006375630474500019,463.3659167057115,81.44547416754372,544.8113908732556,0.1494929723055132
133,20,72,78,5,0.0641025641025641,0.016671379490875816,0.003334275898175163,393.3334155203821,76.79062445609101,470.1240399764734,0.1633411991863549
134,20,82,139,6,0.04316546762589928,0.02604003011003037,0.004340005018338395,555.7562781862932,92.25679111053633,648.0130692968286,0.14236871983252736
135,20,72,84,5,0.05952380952380952,0.043199745310811756,0.00863994906216235,296.73620176161546,84.45956055024158,381.19576231185715,0.2215647939998478
136,21,76,106,1,0.009433962264150943,0.007606490872210953,0.007606490872210953,559.2852482080599,92.29558906769375,651.5808372757534,0.14164871614944938
137,21,84,130,13,0.1,0.08447290243560937,0.006497915571969952,467.38334470623437,129.9400469572879,597.3233916635224,0.21753718131715874
138,20,85,134,7,0.05223880597014925,0.034638176551251454,0.004948310935893066,416.859569180142,112.64664913117694,529.5062183113185,0.21273904863747478
139,21,72,83,7,0.08433734939759036,0.10353843807903874,0.01479120543986268,466.5985206694579,113.56470217296332,580.1632228424219,0.1957461240244948
140,21,75,115,7,0.06086956521739131,0.022164127483519588,0.003166303926217084,486.959429791157,78.22645287349593,565.1858826646528,0.13840836311177077
141,20,72,85,5,0.058823529411764705,0.024614134384994428,0.004922826876998887,398.28413544035175,61.48649034145244,459.7706257818045,0.13373296790524494
142,20,76,110,9,0.08181818181818182,0.0329112649251147,0.0036568072139016336,423.9326133722105,81.81693904120218,505.7495524134133,0.1617736261965543
143,20,76,97,2,0.020618556701030927,0.00283718820861678,0.00141859410430839,313.7364430909284,71.62331476577356,385.3597578567016,0.18586090868472863
144,20,72,90,7,0.07777777777777778,0.058643263067525445,0.008377609009646491,329.0145566916432,103.83340840994353,432.8479651015866,0.2398842475453812
145,21,70,87,4,0.04597701149425287,0.046007906447351365,0.01150197661183784,394.34917709364794,75.7218706217897,470.07104771543794,0.16108601240131826
146,20,82,125,8,0.064,0.07219299533932752,0.00902412441741594,485.20759118080633,108.21399781364329,593.4215889944497,0.18235601774618856
147,21,80,122,11,0.09016393442622951,0.11493465107049425,0.010448604642772204,369.2701838881797,115.40012328339651,484.6703071715764,0.23810025408167645
148,20,75,118,9,0.07627118644067797,0.04668891878819076,0.005187657643132306,320.4646392282274,71.6019551198292,392.0665943480564,0.18262702344965584
149,21,67,66,6,0.09090909090909091,0.03821832823698734,0.006369721372831225,393.21885538635337,55.499656076654325,448.71851146300725,0.12368479271270218
