attribute,conditioning,threshold,score_delta,n_min,n_models,n_edges,gradient_energy,cyclic_residual_energy,total_energy,rho_cyc
choice_helpfulness,high_q75,100.0,2.0,100,0,0,,,,
choice_helpfulness,high_q75,100.0,5.0,10,21,199,1141.4225287233417,137.11824922885503,1278.5407779521965,0.10724589437692676
choice_helpfulness,high_q75,100.0,5.0,25,21,108,696.2802274191796,62.91406610872808,759.1942935279071,0.08286951923251704
choice_helpfulness,high_q75,100.0,5.0,50,2,1,10.579999999999991,2.465190328815662e-30,10.58,2.3300475697690565e-31
choice_helpfulness,high_q75,100.0,5.0,100,0,0,,,,
choice_helpfulness,high_q75,100.0,10.0,10,21,198,1131.5584975273148,143.92612055233647,1275.4846180796508,0.11284034202547212
choice_helpfulness,high_q75,100.0,10.0,25,20,88,635.7241560476398,51.441669018067856,687.165825065707,0.07486063354962244
choice_helpfulness,high_q75,100.0,10.0,50,0,0,,,,
choice_helpfulness,high_q75,100.0,10.0,100,0,0,,,,
choice_helpfulness,low_q25,72.0,0.0,10,21,204,442.520338984315,118.65287538306137,561.1732143673763,0.21143716832034032
choice_helpfulness,low_q25,72.0,0.0,25,20,108,180.62628113003404,55.26408004821977,235.89036117825376,0.23427866985399506
choice_helpfulness,low_q25,72.0,0.0,50,0,0,,,,
choice_helpfulness,low_q25,72.0,0.0,100,0,0,,,,
choice_helpfulness,low_q25,72.0,2.0,10,21,204,447.2915737614685,119.20825135583907,566.4998251173078,0.21042945835182572
choice_helpfulness,low_q25,72.0,2.0,25,20,99,179.5611670141071,51.346524505430125,230.90769151953745,0.22236818603803685
choice_helpfulness,low_q25,72.0,2.0,50,0,0,,,,
choice_helpfulness,low_q25,72.0,2.0,100,0,0,,,,
choice_helpfulness,low_q25,72.0,5.0,10,21,203,470.3241195255717,121.72880880162788,592.0529283271994,0.20560460556383595
choice_helpfulness,low_q25,72.0,5.0,25,19,83,165.24546571835572,45.64428594613822,210.88975166449387,0.2164367191192584
choice_helpfulness,low_q25,72.0,5.0,50,0,0,,,,
choice_helpfulness,low_q25,72.0,5.0,100,0,0,,,,
choice_helpfulness,low_q25,72.0,10.0,10,21,201,473.90975019046596,123.38650532370109,597.2962555141669,0.20657505247121805
choice_helpfulness,low_q25,72.0,10.0,25,19,46,115.99337785045432,16.602421414258945,132.59579926471343,0.12521076464205305
choice_helpfulness,low_q25,72.0,10.0,50,0,0,,,,
choice_helpfulness,low_q25,72.0,10.0,100,0,0,,,,
