rep,n_models,n_edges,eligible_triples,cyclic_triples,cycle_rate,weighted_cycle_intensity_sum,weighted_cycle_intensity_mean,gradient_energy,cyclic_residual_energy,total_energy,rho_cyc
172,20,81,119,7,0.058823529411764705,0.03692921585371676,0.005275602264816681,660.4260413298166,85.0334686776423,745.4595100074587,0.11406852758078236
173,20,85,145,6,0.041379310344827586,0.04030158889735734,0.006716931482892891,602.2464547738027,83.49531812013502,685.7417728939388,0.12175912482007852
174,21,78,130,18,0.13846153846153847,0.21374941496074365,0.011874967497819092,469.4137404447555,107.93242863584416,577.3461690805998,0.1869457777951868
175,21,89,151,9,0.059602649006622516,0.08233209684349532,0.009148010760388368,618.0779867323574,106.39263137052323,724.4706181028807,0.1468556884323701
176,20,93,173,7,0.04046242774566474,0.032227058537471,0.004603865505352999,684.3182069828056,87.4501136629388,771.7683206457447,0.11331135435796147
177,20,84,145,4,0.027586206896551724,0.00787608225108225,0.0019690205627705625,574.7489154537062,112.43944735819576,687.1883628119023,0.1636224555638652
178,20,70,76,3,0.039473684210526314,0.009403109271378033,0.003134369757126011,507.3394214663191,81.23180964599925,588.5712311123201,0.13801525686616062
179,20,81,117,3,0.02564102564102564,0.02932153235758549,0.009773844119195163,582.2201200915529,101.33068164962843,683.5508017411818,0.1482416250431026
180,21,81,134,7,0.05223880597014925,0.018565307217160702,0.002652186745308672,635.2223861449501,96.51638548670653,731.738771631657,0.13190005672583247
181,21,97,185,5,0.02702702702702703,0.02477596253946945,0.004955192507893889,682.7172376977708,105.76781917453143,788.4850568723024,0.13414054997323918
182,20,80,120,10,0.08333333333333333,0.15334333940151462,0.015334333940151462,451.2358533781507,110.26935238859065,561.5052057667413,0.19638170983297776
183,20,88,166,12,0.07228915662650602,0.058117565469532034,0.0048431304557943365,547.8188555858875,106.10747476281273,653.926330348701,0.16226212317560568
184,21,79,110,3,0.02727272727272727,0.002823136767002044,0.0009410455890006813,475.96500707912503,63.00546135180308,538.9704684309281,0.1168996541410275
185,21,87,145,10,0.06896551724137931,0.08864412999262929,0.00886441299926293,657.1943458908063,106.66840999364449,763.8627558844515,0.1396434230781898
186,20,73,105,3,0.02857142857142857,0.031253234923980196,0.010417744974660068,561.6776400851938,71.01783297867107,632.6954730638654,0.1122464692765431
187,20,91,162,4,0.024691358024691357,0.02944425822982734,0.007361064557456835,656.1655922975403,110.97701228727925,767.1426045848197,0.1446628196948342
188,20,86,142,6,0.04225352112676056,0.04137996689454481,0.0068966611490908014,661.1932508033503,117.7779141392372,778.971164942587,0.15119675726112128
189,20,86,152,13,0.08552631578947369,0.10290231452933431,0.007915562656102638,645.172498433711,121.57243676843231,766.7449352021429,0.15855655666819793
190,20,84,147,12,0.08163265306122448,0.08805903471253695,0.007338252892711413,623.6126809489118,91.25434624216706,714.8670271910804,0.1276521965221026
191,20,70,85,3,0.03529411764705882,0.03098168649657483,0.01032722883219161,530.4534953382287,101.79624025755426,632.2497355957828,0.16100637853431354
192,20,80,129,6,0.046511627906976744,0.025198424306911774,0.004199737384485295,550.4419171893043,81.91096682052127,632.3528840098255,0.12953363365896903
